ARTH 2056,"Introduction to the art and archaeology of the prehistoric Aegean, from the Early Bronze Age to the end of the Late Bronze Age (ca. 3000-1200 BCE). Notable sites examined include Troy, Knossos, Mycenae, Thebes, Pylos. The course also examines cultural and artistic connections with New Kingdom Egypt and the Late Bronze Age Levant."
ARTH 2151,"Studies the art of the early Church in East and West and its subsequent development in the East under the aegis of Byzantium. Includes the influence of theological, liturgical and political factors on the artistic expression of Eastern Christian spirituality."
ARTH 2251,"Studies painting, architecture, and sculpture in Italy from the close of the Middle Ages through the sixteenth century. Focuses on the work of major artists such as Giotto, Donatello, Botticelli, Leonardo, and Michelangelo. Detailed discussion of the social, political, and cultural background of the arts."
ARTH 2281,""
ARTH 2352,""
ARTH 2471,Surveys art production and theory in the U.S. and Europe since World War II. Relationships between artistic practice and critical theory are stressed in an examination of movements ranging from abstract expressionism to neo-geo.
ARTH 2751,""
ARTH 2753,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts 'architecture, material culture, decorative arts, painting, and sculpture' it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
ARTH 2861,"Introduces the artistic traditions of China, Korea, and Japan, from prehistoric times to the modern era. Surveys major monuments and the fundamental concepts behind their creation, and examines artistic form in relation to society, individuals, technology, and ideas."
ARTH 2871,"The class is an overview of Indian sculpture, architecture, and painting from the Third Millennium BC to the 18th century AD and includes works from Hindu, Buddhist, Jain and Islamic traditions."
ARTH 3559,This course provides the opportunity to offer new topics in the subject History in Art.
ARTH 3591,"The Art History Colloquium combines lecture and discussion.  Subject varies with the instructor, who may decide to focus attention either on a particular period, artist, or theme, or on the broader question of the aims and methods of art history. Subject is announced prior to each registration period. This course fulfills the second writing requirement, involving at least two writing assignments totaling at a minimum 4,000 words (20 pages)."
ARTH 3595,"The Art History Practicum course places added emphasis on immersive experience and the active construction of knowledge, involving hands-on projects, experiments, lab work, and field trips of varying lengths, including on-site studies at archaeological sites, laboratories, or museums."
ARTH 4591,"Subject varies with the instructor, who may decide to focus attention either on a particular period, artist, or theme, or on the broader question of the aims and methods of art history. Subject is announced prior to each registration period. Representative subjects include the life and art of Pompeii, Roman painting and mosaics, history and connoisseurship of baroque prints, art and politics in revolutionary Europe, Picasso and painting, and problems in American art and culture.  Prerequisite: Instructor permission."
ARTH 4951,"This is the second semester of the internship at either the Fralin Museum of Art or Kluge Ruhe. Students will work approximately 100 hours per semester in the museum, and will participate in three training sessions and three academic seminars. Prequisite: ARTH/GDS 4951 and instructor permission, by application. Please see information at www.virginia.edu/art/arthistory/courses and  www.artsandsciences.virginia.edu/globaldevelopment"
ARTH 4998,Research for a thesis of approximately 50 written pages undertaken in the fall semester of the fourth year by art history majors who have been accepted into the department's Distinguished Majors Program.
ARTS 2110,"Focuses on gaining a working understanding of black and white photo processes and, most importantly, opening up a dialogue about photography. Class  assignments help students understand the visual language of photography using 35mm film and printing in the darkroom. In addition, lectures explore examples from the historical and contemporary worlds of fine art photography and readings range from art and philosophy to science.  Prerequisite: ARTS 2000"
ARTS 2112,"Building off of 2110, this course offers an introduction to color photography, digital printing methods, and medium format cameras. Advanced skills are demonstrated and practiced with the goal of increasing the quality of the work. Further explorations into historical and contemporary art issues via presentations, visiting artists, and readings increase awareness. Students create a final portfolio.  Prerequisite: ARTS 2110"
ARTS 2220,This class introduces digital techniques in the context of fine art.  Topics covered include digital imaging and basic interactive art.  Prerequisite: ARTS 1610.
ARTS 2222,"Building on the skills and concepts established in ARTS 2220, this class introduces animation techniques in the context of fine arts. Prerequisite: ARTS 1610, ARTS 2220"
ARTS 2370,"The course introduces experimental 16mm film production as a practice of visual art. These courses include technical, historical, and theoretical issues that apply to cinematography and its relationship to the traditional visual arts.  Prerequisite: For ARTS 2370: ARTS 1610, 2620, or permission of the instructor."
ARTS 2610,"Drawing provides students with a foundation of skills, judgement, and observational abilities that are essential to artistic expression. ARTS2000 is required for every Studio Art major and minor and a prerequisite for all other media related courses in Studio Art."
ARTS 2620,Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610.
ARTS 2670,"Introduction to basic black and white etching techniques, basic black and white plate lithography, and techniques of stone lithography. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 1610, 2620."
ARTS 2672,"Prerequisite: ARTS 1610, 2620."
ARTS 2710,"Introduction to basic oil painting techniques and materials emphasizing perception and color. Assignments are designed to assist the student in understanding the creative process and interpreting the environment through a variety of subject matter expressed in painted images. Encourages individual stylistic development.  Prerequisite: ARTS 1610, 2620."
ARTS 2712,"Prerequisite: ARTS 1610, 2620."
ARTS 2810,"Investigates the sculptural process through modeling, carving, fabricating and casting. Examines traditional and contemporary concerns of sculpture by analyzing historical examples and work done in class.  Prerequisite: ARTS 1610, 2620."
ARTS 2812,"Prerequisite: ARTS 1610, 2620."
ARTS 3110,"Expands technical possibilities available to students by introducing large format cameras. Class time involves evaluating work in progress, slide presentations (sometimes by students as research projects) or discussion of reading material. Students create a final portfolio from assignments. Cameras provided. (Fall only)   Prerequisite: ARTS 2112."
ARTS 3220,"This class continues the investigation of digital art begun in ARTS 2220 and 2222 through the introduction of experimental video history and techniques.  Prerequisite: ARTS 1610, ARTS 2220, ARTS 2222"
ARTS 3370,"Course continues the practice of 16mm experimental film production with an increased emphasis on audio and digital video motion picture making. Student will complete assignments based on genres of experimental film making such as expressionism, naturalism, and realism.  Prerequisite: ARTS 1610, 2620, 2370, 2372 or instructor permission."
ARTS 3670,"Includes relief printing, advanced lithography techniques, including color lithography, color etching, monotypes, and further development of black and white imagery. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 2670, 2672."
ARTS 3710,"Exploration of contemporary painting materials, techniques, and concepts, as well as a continuation of basic oil painting processes. Assignments are designed to assist the student in developing their perceptions and imagination and translating them into painted images. Direction is given to the formation of personal original painting styles.  Prerequisite: ARTS 2710, 2712."
ARTS 3810,"Continuation of ARTS 2810, 2812 with greater emphasis on the special problems of the sculptural discipline.  Prerequisite: ARTS 2810, 2812."
ARTS 4110,Group study designed to assist students in preparing their required thesis exhibitions. Meets twice a week as a group to evaluate and discuss work in progress. (Fall only)  Prerequisite: ARTS 3110
ARTS 4220,"This class encourages independent development of a semester long project that engages with the discourses and techniques around contemporary new media art. Prerequisite: ARTS 1610, ARTS 2220, ARTS 2222, ARTS 3220, ARTS 3222."
ARTS 4370,"Course continues the practice of 16mm film or digital video experimental production with an emphasis on a completed piece for public screenings or exhibitions.  Prerequisite: ARTS 1610, 2620, 2370, 2372, 3370, 3372 or instructor permission."
ARTS 4450,"Intensive independent work using either sculpture, photography, printmaking, cinematography, or painting as the primary medium, culminating in a coherent body of work under direction of a faculty member.  Prerequisite: Admission to the Distinguished Major Program."
ARTS 4670,"Designed for students who have completed two or more semesters of study of a specific printmaking technique (woodcut, etching, or lithography) and wish to continue their exploration of that technique.  Prerequisite: ARTS 3670 or 3672."
ARTS 4710,The capstone of a three year study in painting. Continues the investigation of oil painting as an expressive medium and stresses the development of students' ability to conceive and execute a series of thematically related paintings over the course of the semester. Painting professors and course content vary from semester to semester.  Prerequisite: ARTS 3710 or 3712.
ARTS 4810,"Continuation of the sculpture sequence with greater emphasis on developing a student's individual voice. Advanced projects in moldmaking, metal casting, and non-traditional sculpture materials are assigned. The creation of a sculptural installation is also assigned. Sculpture professors and course content vary from semester to semester.  Prerequisite: ARTS 3810 or 3812."
ARTS 4900,"Investigation and development of a consistent idea or theme in painting, sculpture, or the graphic arts. May be taken more than once under the same course number by students who are sufficiently advanced in studio work. This course is not intended to be used for major credit.  Prerequisite: Instructor permission."
CASS 1010,"CASS 1010 is a required seminar class for first-year Art Scholars.  Faculty from Music, Studio Art, Drama, and Dance, second through fourth-year Art Scholars, and others will share aspects of their personal research, thoughts about Arts at the University, practical applications of an Art Major after college, etc.  Our cohort will also visit the Science Scholar cohort at least once during the semester to exchange ideas.
  Requisite: Instructor Permission"
ASTR 1210,"A study of the night sky primarily for non-science majors. Provides a brief history of astronomy through Newton. Topics include the properties of the sun, earth, moon, planets, asteroids, meteors and comets; origin and evolution of the solar system; life in the universe; and recent results from space missions and ground-based telescopes."
ASTR 1220,"A study of stars, star formation, and evolution primarily for non-science majors. Topics include light, atoms, and modern observing technologies; origin of the chemical elements; supernovae, pulsars, neutron stars, and black holes; structure and evolution of our galaxy; nature of other galaxies; active galaxies and quasars; expanding universe, cosmology, the big bang, and the early universe."
ASTR 1230,"An independent laboratory class for non-science majors, meeting at night, in which students work individually or in small groups on observational projects that focus on the study of constellations, planets, stars, nebulae, and galaxies using binoculars, 8-inch telescopes, and imaging equipment at the department's student observatory. Prerequisites: ASTR 1210, 1220, or 1270 or instructor permission."
ASTR 1290,""
ASTR 2110,"Primarily for science majors. A thorough discussion of the basic concepts and methods of solar system, stellar, galactic, and extragalactic astronomy and astrophysics with an emphasis on physical principles.  Prerequisite/corequisite: MATH 1210 or 1310, PHYS 1610 or 2310, or instructor permission; ASTR 2110 and 2120 form a sequence and should be taken in that order."
ASTR 3410,"Open to non-science students. Discussion of prescientific astronomy, including Mayan, Babylonian, and ancient Chinese astronomy, and the significance of relics such as Stonehenge. Discusses the usefulness of ancient records in the study of current astrophysical problems such as supernova outbursts. Uses current literature from several disciplines, including astronomy, archaeology, and anthropology.  Prerequisite/corequisite: A 1000- or 2000-level ASTR course, or instructor permission."
ASTR 3460,"The 20th Century saw a revolution in our study of the origin and evolution of the universe.  It was a dynamic period with the opening of the electromagnetic spectrum and the transition to ""Big Science."" This course is a survey of the development of modern astrophysics, with an emphasis on the second half of the 20th Century.   Prerequisite: A 1000- or 2000-level ASTR course or instructor permission."
ASTR 4810,"Basic concepts in mechanics, statistical physics, atomic and nuclear structure, and radiative transfer are developed and applied to selected fundamental problems in the areas of stellar structure, stellar atmospheres, the interstellar medium, and extragalactic astrophysics.  Prerequisite: ASTR 2110, 2120 (recommended); MATH 5210, 5220; PHYS 3210, 3310 (concurrent), 3430 (concurrent), 3650; or instructor permission."
ASTR 4993,Independent study of a topic of special interest to the student under individual supervision by a faculty member. May be repeated once for credit.    Prerequisite: Instructor permission.
ASTR 4998,May be repeated once for credit.  Prerequisite: Instructor permission.
ASTR 5010,"An introduction to the basic physics of astronomy and astrophysics organized around learning physical principles and applying them to astrophysical objects.  Physics covered will be chosen from fluid mechanics, radiative transfer, statistical mechanics, classical and quantum radiation processes, and quantum mechanics of atomic and molecular structure.  This graduate course will involve more complex and difficult assignments than ASTR 4810.  Prerequisite: Instructor Permission."
ASTR 5260,"This interdisciplinary course will introduce advanced undergraduates and graduates to molecules and their chemistry in different sources throughout the universe. Topics include gas-phase and grain-surface reactions, astronomical spectroscopy, laboratory  experiments, and astrochemical modeling.  Prerequisite: There are no formal prerequisites, but some knowledge of chemical kinetics, spectroscopy, and/or the interstellar medium will be helpful."
ASTR 5340,"Studies the fundamentals of measuring power and power spectra, antennas, interferometers, and radiometers. Topics include thermal radiation, synchrotron radiation, and line frequency radiation; and radio emission from the planets, sun, flare stars, pulsars, supernovae, interstellar gas, galaxies, and quasi-stellar sources."
ASTR 5630,"This course provides an overview of extragalactic astronomy. Topics include both qualitative and quantitative discussion of various types of galaxy (ellipticals, spirals, dwarf, starburst); results from theory of stellar dynamics; groups and clusters of galaxies; active galaxies; high-redshift galaxies; galaxy evolution; the intergalactic medium; and dark matter. The course is intended for advanced undergraduate astrophysics majors and first and second year graduate students.  Prerequisite: Physics and Math through PHYS 2610, MATH 3250 (or equivalent); ASTR 2110, 2120 (or equivalent)."
ASTR 8500,UVa staff and guest speakers discuss current research problems.
ASTR 9995,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
ASTR 9999,"For doctoral dissertation, taken under the supervision of a dissertation director."
BIOL 1050,Genetics and Genomics form the basis for much of modern biology and the future of medical practice. A basic understanding of them is important for people to be able to evaluate the science behind many issues both public and private. Genetics and Genomics and some of the ways they confront and inform modern life will be covered in a way that is accessible to non-scientists.
BIOL 2100,"BIOL 2100 is one of two semester courses that together provide an intensive introduction to biology for prospective Biology majors and pre-health (med, vet, dental) students. This course focuses on the fundamentals of cell biology and genetics with an emphasis on classical and modern experimental approaches. Lecture topics and concepts are reinforced and extended during once-weekly laboratory/small group discussions."
BIOL 2900,""
BIOL 3000,"Examines the fundamental principles of eukaryotic cell biology at the molecular level.  Topics will include:  structure and function of the plasma membrane, transport of small molecules, ions and macromolecular complexes across membranes, protein trafficking, the cytoskeleton, signal transduction pathways , and the control of cell division and cellular proliferation.   Prerequisites: Must have completed BIOL 2010 or BIOL 2100 or BME 2104 and any two of the following classes CHEM 1410, 1420, 1810 & 1820."
BIOL 3010,"What makes humans different from fruit flies? Why does your brain have neurons and not liver cells? This course is all about the answer to these questions: It's the genes! This course covers the chemical make-up of genes, how they're passed on through generations, how they're expressed and how that expression is regulated, how disruption in the structure and expression of genes arise and how those disruptions lead to cellular defects and disease.   Prerequisite: Must have completed BIOL 2010 or BIOL 2100 or BME 2104 and either CHEM 1410 or CHEM 1810 or CHEM 1610."
BIOL 3030,"Biochemistry underlies nearly every biological process, from environmental science to medicine. When living systems are in chemical and energetic balance, organisms thrive. When they're out of balance, as in disease or unpredictable environments, life is compromised. This course will explain how simple chemical and physical principles apply to the major classes of biological macromolecules that maintain life.  Prerequisite: BIOL 2010 or BIOL 2100 or BME 2104 and BIOL 2020 or BIOL 2040 and either CHEM 2410 or CHEM 1820"
BIOL 3050,"Analyzes the concepts of general neurobiology, including basic electrophysiology and electrochemistry, origin of bioelectric potentials, sensory, motor, integrative and developmental neurobiology, and conceptual models of simple learning.   Prerequisite: Must have completed BIOL 2010 or BIOL 2100 or BME 2104 and BIOL 2020 or BIOL 2040.  May not take if previously completed BIOL 3170."
BIOL 3410,"This course is an exploration of human form and function. Lectures and labs are closely integrated, and focus on systems for support and locomotion, for integration and control, for regulation and maintenance, and for reproduction and development. Lab investigations include analysis of 3D models of organs and organ systems, anatomical dissections of preserved cats, and computer-based physiology experiments and histological investigations.       Prerequisite: Must have completed BIOL 2200 or BIOL 2020"
BIOL 3450,""
BIOL 3710,""
BIOL 3900,Tutorial or seminar course that allows intensive study of the literature in a particular area of biology under the guidance of a Biology faculty member.
BIOL 4015,"Neural stem cells proliferate throughout development to generate the immense diversity of neuronal cell types present in our adult brains. What are the signals that drive neural stem cells to proliferate & what are the signals that terminate stem cell divisions once development is complete? Using Drosophila we will investigate these questions and address specifically the role of nutrition in regulating profileration of the stem cell population.   Prerequisite: BIOL 3000, BIOL 3010"
BIOL 4070,"The goal of this course is to provide an original, unknown outcome research experience in developmental biology.  After training in basic methods and descriptions of selected research problems, students form teams and investigate a problem of their choosing.  Team members work together in the lab, but each writes an independent research proposal, a notebook, and a final project report on which they are graded. Prerequisite: BIOL 3000 or 3010."
BIOL 4090,""
BIOL 4100,"An ecosystem course that treats the ecology of forests and consequences of forest processes in natural and managed systems. The class emphasizes the ""pattern & process"" concept that is the central theme in modern vegetation sciences at increasing scales: from form/function of leaves and other parts of trees through population, community and landscape ecology to the role of forests in the global climate and carbon-cycling.  Prerequisites: EVSC 3200"
BIOL 4130,The mathematical foundations of population dynamics and species interactions as applied to population and community ecology and problems in conservation biology. One semester of calculus is recommended.     Prerequisite: BIOL 3020 or EVSC 3200
BIOL 4250,"Focuses on the fundamental knowledge about organization, expression, and inheritance of the human genome. Reviews classical Mendelian genetics and human genetic (pedigree) analysis. Emphasizes understanding human genetics in molecular terms. Includes gene mapping procedures, methodologies for identifying genes responsible for inherited diseases, the molecular basis of several mutant (diseased) states, the human genome project, and discussions about genetic screening and gene therapy.  Prerequisite: BIOL 3010."
BIOL 4270,"This laboratory course provides hands-on experiences with experimental approaches used to study animal behavior.  The laboratory exercises explore visual and auditory sensory perception, biological clock, reproductive and aggressive behaviors using actively behaving animals such as hamsters, cichlid fish, crickets and electric fish.  Students are given opportunities to design hypothesis-testing experiments in some laboratories.   Prerequisite: BIOL 3250"
BIOL 4360,This is a journal club format seminar where we perform an in depth analysis of the papers listed below.  One paper will be covered per week with a review article also assigned for background.  There are no presenters; rather we will have discussion leaders.  All participants should be prepared to present any of the panels in the week's paper.
BIOL 4430,"We can't live without plants. Plants make our existence possible, and they hold secrets for a better future. Our experimental approach in this lab will combine genetics and genomics strategies to uncover some of those secrets. We'll search for genes and biosynthetic pathways that contribute to the success of plants at fighting off microbial infections. Ultimately, studies like these will lead to new, highly effective antimicrobial therapies.  Prerequisite: BIOL 3010, BIOL 3150"
BIOL 4450,""
BIOL 4559,New course in the subject of biology.
BIOL 4585,""
BIOL 4660,"How has a bioluminescent jellyfish saved lives? What does a Himalayan pond fish have to do with research into the origins of psychiatric disorders? Innovative methods in biomedical research have played a significant part in the development of revolutionary disease cures, treatments and diagnostics. This course will examine many of these technical approaches and how they have led to such significant discoveries in basic biomedical research.  Prerequisite: BIOL 3010"
BIOL 4810,"Two-hour, weekly discussion of recent advances in biology; attend biology seminars, interact with seminar speakers, explore the philosophy and practice of science, and learn skills in oral and written research presentation.  Prerequisite: Fourth-year DMP in Biology."
BIOL 4900,Tutorial or seminar course that allows intensive study of the literature in a particular area of biology under the guidance of a Biology faculty member.
BIOL 4910,Independent research for qualified undergraduates under the direction of a faculty member OUTSIDE of the Biology Department.    Prerequisite:  Instructor Permission
BIOL 4920,Independent research for qualified undergraduates under the direction of a faculty member within the Biology Department.   Prerequisite: Instructor Permission
BIOL 5070,"Practical usage of various microscopy imaging methodologies to study the morphology and cellular function in various biological systems from single cell to single molecule in cells and tissues. Topics include basics theory of microscopy, imaging and image analysis to solve various biological questions, fluorophore labeling, technical and hands on training on various microscopy techniques applied in different biological and biomedical investigations. Lectures, discussion, student presentations and laboratory."
BIOL 7110,""
BIOL 7360,This is a journal club format colloquium where we perform an in depth analysis of the papers listed below.  One paper will be covered per week with a review article also assigned for background.  There are no presenters; rather we will have discussion leaders.  All participants should be prepared to present any of the panels in the week's paper.
BIOL 7660,""
BIOL 7994,"This course is for graduate students participating in graded, graduate-level courses offered at MLBS during summer sessions.  Students enroll in this course during the fall semester following completion of the MLBS summer course.  Credits earned are the same as the number of credits designated for the MLBS course. Upon completion of the course, the instructor of record provides a grade and a written evaluation of each student's work in the course"
BIOL 8070,A weekly conference arranged around a current topic. May be repeated for credit.  Prerequisite: Instructor permission.
BIOL 8081,"This course introduces grad students to a breadth and depth of concepts and theories in modern ecology and evolutionary biology. The couse is co-taught by two BIOL faculty each fall, with different faculty rotating into the course in alternate years, providing expertise in molecular population genetics, genomics, phylogenetics, integrative biology, speciation, microevolution, life-history evolution, and mating systems."
BIOL 8083,"This course introduces grad students to a breadth and depth of concepts and theories in modern ecology and evolutionary biology. The couse is co-taught by two BIOL faculty each fall, with different faculty rotating into the course in alternate years, providing expertise in molecular population genetics, genomics, phylogenetics, integrative biology, speciation, microevolution, life-history evolution, and mating systems."
BIOL 8270,"Weekly discussion to acclimate new graduate students to rigors of academic research in the Department of Biology.  There will be an emphasis on time management, scientific writing, presentations, and work-life balance. A rotation of Biology faculty, students, and staff will contribute to the weekly discussion."
BIOL 8998,"For master's research, taken before a thesis director has been selected."
BIOL 8999,"For master's thesis, taken under the supervision of a thesis director."
BIOL 9910,An exposure to the working techniques and interactions of the modern Biological Laboratory.  Required of all first-year biology graduate students.
BIOL 9998,"For doctoral research, taken before a dissertation director has been selected."
BIOL 9999,"For doctoral dissertation, taken under the supervision of a dissertation director."
HBIO 4810,"A weekly seminar co-organized by participating faculty to integrate students' independent research and coursework with contemporary issues at the intersection of biology, the humanities and social sciences. Students will have the opportunity to present their ongoing research and meet with outside speakers. This course will be taken in the fourth year.  Prerequisite: DMP in Human Biology."
HBIO 4950,Independent research/independent study under the guidance of a primary mentor within the College of Arts and Sciences.  Prerequisite: DMP in Human Biology.
HBIO 4998,Independent research/independent study under the guidance of a primary mentor within the College of Arts and Sciences. Research/study forms the basis for the DMP thesis to be submitted at the end of the fourth year. This course must be taken in the first semester of the fourth year and should encompass the majority of the research for the thesis.  Prerequisite: First-semester fourth-year DMP in Human Biology.
CHEM 1410,"Introduces the principles and applications of chemistry. Topics include stoichiometry, chemical equations and reactions, chemical bonding, states of matter, thermochemistry, chemical kinetics, equilibrium, acids and bases, electrochemistry, nuclear chemistry, and descriptive chemistry of the elements. For students planning to elect further courses in chemistry, physics, and biology. Three class hours.  Corequisite: CHEM 1411, 1421 or CHEM 1811, 1821."
CHEM 1411,"Introduction to experimental chemistry, developing laboratory skills and safety.  Students plan and implement chemistry experiments in cooperative 4-person teams using a guided inquiry approach. Process skills include developing procedures, data analysis, oral and written communication. Mathematica as a computational tool. Topics: glassware characterization and accuracy, unknown identification of, and applications of solubility. 3 1/2 lab hours.  Prerequisite: CHEM 1410"
CHEM 1500,"Emphasizes the practical aspects of general, organic, and biological chemistry with numerous applications to clinical and health-related cases and issue. Provides health professionals with the chemical background necessary to understand the diagnostic tests and procedures needed for healthcare delivery.  Relationships between inorganic chemistry and the life processes that occur during normal and abnormal metabolism."
CHEM 1610,"The principles and applications of chemistry are tailored to engineering students. Topics include stoichiometry, chemical equations and reactions, chemical bonding, states of matter, thermochemistry, chemical kinetics, equilibrium, acids and bases, electrochemistry, nuclear chemistry, and descriptive chemistry of the elements. For engineering students, but may be used as a prerequisite for further courses in chemistry. Three class hours.  Corequisite: CHEM 1411, 1421, CHEM 1611, 1621, or CHEM 1811, 1821."
CHEM 1611,"Introduction to experimental chemistry, developing laboratory skills and safety.  Students plan and implement chemistry experiments in cooperative 4-person teams using a guided inquiry approach. Process skills include developing procedures, data analysis, oral and written communication. Mathematica as a computational tool. Topics: glassware characterization and accuracy, unknown identification of, and applications of solubility. 3 1/2 lab hours.  Prerequisite: CHEM 1610 or 1410"
CHEM 1810,"First of a four-semester sequence covering the basic concepts of general and organic chemistry (the 1810/2810 sequence is comparable to the 1410/2410 sequence but is more rigorous). Establishes a foundation of fundamental particles and the nature of the atom, develops a rationale for molecular structure, and explores the basis of chemical reactivity. Topics include introductory quantum mechanics, atomic structure, chemical bonding, spectroscopy, and elementary molecular reactivity.  Prerequisite: A strong background in high school chemistry."
CHEM 1811,"Four laboratory hours plus weekly lecture.  Prerequisite/corequisite: CHEM 1810, or CHEM 1410 with instructor recommendation."
CHEM 2311,"Focuses on the development of skills in methods of preparation, purification and identification of organic compounds. One discussion hour; four laboratory hours alternate weeks. Not designed as a science major course, but for prehealth students.  Prerequisite: CHEM 1410, 1420, 2410, or CHEM 1810, 1820"
CHEM 2410,"Surveys the compounds of carbon in relation to their structure, identification, synthesis, natural occurrence, and mechanisms of reactions. Three class hours; optional discussions.  Prerequisite: CHEM 1410, 1420 or equivalent. Corequisites: CHEM 2411, 2421, or 2811, 2821."
